year,URACRS,OJUDXC,ZLVJZY,VRUUYH,CQUQOZ,UIPTXG,VHORCN,LDLAIT,SFOQAY,IEIFGC,JQNKGR,EBEFRI,QRBHUF,HXVJWC,JDTJUH,CKZWBW,UUDRAE,OMZFUP
1498,90.9902,104.4171,83.4891,108.6447,119.6114,107.1289,89.5761,96.1203,100.5714,0,0,0,0,0,0,0,0,0
1499,91.2558,104.288,83.5598,108.7616,119.8647,107.0921,90.0097,96.5164,100.3709,0,0,0,0,0,0,0,0,0
1500,91.2076,104.1413,83.553,109.2188,119.9516,107.5748,90.0148,96.6872,100.2998,0,0,0,0,0,0,0,0,0
1501,91.0967,103.653,83.1119,109.052,120.4212,107.7757,90.0342,96.2823,99.8275,0,0,0,0,0,0,0,0,0
1502,91.3777,103.6013,83.5556,108.6307,120.2441,107.4891,90.1316,96.063,99.3559,0,0,0,0,0,0,0,0,0
1503,91.1035,103.618,83.3859,108.3789,120.124,107.4301,90.4327,95.6764,99.5809,0,0,0,0,0,0,0,0,0
1504,91.1096,103.7811,83.4987,108.1995,120.1352,107.362,90.4595,96.0684,99.3368,0,0,0,0,0,0,0,0,0
1505,91.0903,104.0962,83.4653,108.5443,120.1514,107.4399,90.0469,96.3553,99.2134,0,0,0,0,0,0,0,0,0
1506,91.2389,104.0197,83.0009,108.9201,120.2099,107.1607,90.3831,96.7595,99.2763,0,0,0,0,0,0,0,0,0
1507,91.1566,103.9368,82.5789,108.6229,120.3197,107.3695,90.7281,97.188,99.3371,0,0,0,0,0,0,0,0,0
1508,91.0502,103.9194,82.5352,108.6021,120.6667,107.4257,91.048,97.0054,99.5494,0,0,0,0,0,0,0,0,0
1509,90.7295,104.1167,82.4755,108.9064,121.1092,106.9381,90.8914,97.1327,99.4258,0,0,0,0,0,0,0,0,0
1510,90.6645,104.2599,82.5352,108.4157,121.4277,106.9952,91.1683,96.8288,99.8143,0,0,0,0,0,0,0,0,0
1511,91.14,104.2578,82.2842,108.8181,121.7992,106.5164,91.1344,96.5742,99.5756,0,0,0,0,0,0,0,0,0
1512,91.0491,104.1117,82.6654,109.0927,122.1808,106.4206,91.2843,96.6217,99.5065,0,0,0,0,0,0,0,0,0
1513,91.0167,104.6085,82.9252,109.1806,121.8228,106.5759,91.5209,96.9402,99.1011,0,0,0,0,0,0,0,0,0
1514,90.5744,104.5815,83.4216,109.5037,121.618,106.6124,91.2666,96.784,98.7174,0,0,0,0,0,0,0,0,0
1515,90.5597,104.6467,83.2065,109.8336,121.1775,106.4043,91.2315,96.5475,99.0553,0,0,0,0,0,0,0,0,0
1516,90.2712,104.9158,83.4677,109.7437,121.6081,105.9542,91.2534,96.3943,99.4723,0,0,0,0,0,0,0,0,0
1517,90.7566,104.5937,83.2068,109.2612,121.1113,106.1272,91.2686,96.0147,99.378,0,0,0,0,0,0,0,0,0
1518,90.9872,104.3502,83.6808,108.8982,121.3727,106.2869,91.4515,95.8574,99.7396,0,0,0,0,0,0,0,0,0
1519,91.3278,104.3038,84.1221,109.0618,121.2531,106.1993,91.5966,96.3543,99.3391,0,0,0,0,0,0,0,0,0
1520,91.5465,104.6913,84.5591,108.9385,121.6764,105.7729,91.3572,96.6283,98.9799,0,0,0,0,0,0,0,0,0
1521,91.4906,104.6079,85.0173,108.7011,121.7991,106.1669,91.0934,96.3765,98.7851,0,0,0,0,0,0,0,0,0
1522,91.1204,104.2046,84.9916,108.7714,122.178,106.0666,90.9739,96.5849,98.9622,0,0,0,0,0,0,0,0,0
1523,91.5054,104.0482,84.6486,108.9325,121.9489,105.6531,91.3736,96.4719,99.4095,0,0,0,0,0,0,0,0,0
1524,91.029,104.4867,84.8312,108.7284,121.5829,105.3167,90.9467,96.3477,99.0572,0,0,0,0,0,0,0,0,0
1525,90.972,104.092,85.1327,108.9804,121.8588,105.5064,90.73,96.4043,99.4297,0,0,0,0,0,0,0,0,0
1526,91.2118,103.7548,84.7025,109.3547,121.5473,105.2322,90.9033,96.2067,99.5359,0,0,0,0,0,0,0,0,0
1527,90.9012,103.6681,84.5598,109.0142,121.5856,105.0539,91.0181,96.2722,99.1323,0,0,0,0,0,0,0,0,0
1528,90.9802,103.5554,84.505,109.0718,121.9745,104.9849,91.155,96.6402,98.9613,0,0,0,0,0,0,0,0,0
1529,90.9915,103.1844,84.6488,109.4701,121.6423,105.1603,91.1594,96.6546,98.5106,0,0,0,0,0,0,0,0,0
1530,90.9828,103.1692,84.7488,109.7925,122.0859,104.7503,91.4584,97.0115,98.7824,0,0,0,0,0,0,0,0,0
1531,90.7401,103.4481,84.9085,109.466,121.9266,105.0972,91.459,96.9393,98.2846,0,0,0,0,0,0,0,0,0
1532,90.362,103.7066,85.0024,109.7968,122.3994,105.422,91.41,96.5217,98.471,0,0,0,0,0,0,0,0,0
1533,89.9188,103.4298,84.6733,109.9901,122.6582,105.385,91.7576,96.029,98.2127,0,0,0,0,0,0,0,0,0
1534,89.9262,103.5015,84.7054,110.064,122.4917,104.9641,91.6682,95.5823,98.6285,0,0,0,0,0,0,0,0,0
1535,90.0217,103.1433,84.9302,110.4065,122.7787,105.2436,91.7862,95.1601,98.7686,0,0,0,0,0,0,0,0,0
1536,90.1111,103.4029,84.9078,110.7809,122.7015,104.8279,91.98,95.0256,98.829,0,0,0,0,0,0,0,0,0
1537,90.4013,103.6276,85.2902,110.9,122.9927,104.7076,92.4688,94.9957,99.2747,0,0,0,0,0,0,0,0,0
1538,90.6021,103.9335,85.7097,110.6277,123.0592,105.1667,92.0123,94.6209,99.2626,0,0,0,0,0,0,0,0,0
1539,90.4702,104.1591,85.6405,110.7387,123.1523,105.0298,91.752,94.9082,99.0527,0,0,0,0,0,0,0,0,0
1540,89.978,103.781,85.4922,110.5353,122.979,105.4968,91.7331,95.0689,98.9592,0,0,0,0,0,0,0,0,0
1541,89.565,103.7616,85.8968,110.4116,122.6951,105.1725,92.0568,94.7405,98.9148,0,0,0,0,0,0,0,0,0
1542,89.1203,104.1547,85.6703,110.8035,122.5276,104.748,91.7136,94.9321,99.0975,0,0,0,0,0,0,0,0,0
1543,89.3336,104.6013,85.2984,110.9284,122.9989,104.3927,92.134,95.1502,99.0155,0,0,0,0,0,0,0,0,0
1544,88.8795,104.8566,85.3266,110.7688,122.8824,103.9415,92.4133,95.2854,99.3539,0,0,0,0,0,0,0,0,0
1545,88.5175,104.9627,84.9003,110.9098,122.4835,104.3832,92.653,94.8969,99.2094,0,0,0,0,0,0,0,0,0
1546,88.8051,105.4616,84.5115,111.1852,122.9726,104.7168,92.4654,95.0796,99.5508,0,0,0,0,0,0,0,0,0
1547,89.0873,105.4509,84.3518,111.0607,122.9558,104.9886,92.9494,94.7096,99.5122,0,0,0,0,0,0,0,0,0
1548,89.4893,105.1074,84.4949,111.3637,123.2852,104.5548,93.4149,94.8901,99.8142,0,0,0,0,0,0,0,0,0
1549,89.8052,105.4127,84.0845,111.8472,123.5559,104.0626,93.4033,94.7271,99.9302,0,0,0,0,0,0,0,0,0
1550,89.8592,105.0342,83.8383,111.4064,123.9761,103.8465,93.6137,94.4121,100.0129,0,0,0,0,0,0,0,0,0
1551,90.1242,105.0294,83.5404,111.8935,123.6124,104.263,94.0135,94.5479,99.5267,0,0,0,0,0,0,0,0,0
1552,90.1027,104.7772,84.0383,112.0987,124.069,103.8663,94.1368,94.9528,99.8911,0,0,0,0,0,0,0,0,0
1553,90.2471,104.5169,84.3937,112.3788,124.2593,104.3156,93.8956,95.2424,99.7874,0,0,0,0,0,0,0,0,0
1554,89.9213,104.7338,84.1614,112.478,123.9635,104.4805,93.8388,95.1602,99.9819,0,0,0,0,0,0,0,0,0
1555,89.7274,104.6481,83.8737,112.7828,123.7554,104.3467,93.4452,95.5708,100.4416,0,0,0,0,0,0,0,0,0
1556,89.4997,104.7205,83.595,113.1029,124.0579,104.4169,93.593,95.9629,100.0462,0,0,0,0,0,0,0,0,0
1557,89.0093,104.2604,84.0619,113.4889,124.3649,104.3309,93.7537,96.0583,100.2154,0,0,0,0,0,0,0,0,0
1558,89.4447,104.1113,83.5979,113.3822,124.2861,103.9598,94.1614,95.7043,100.1914,0,0,0,0,0,0,0,0,0
1559,89.3414,104.4675,83.6402,113.149,124.0832,103.4795,94.6221,95.768,100.1647,0,0,0,0,0,0,0,0,0
1560,89.1757,104.478,83.6145,112.6905,124.4116,103.8714,94.297,96.2532,100.369,0,0,0,0,0,0,0,0,0
1561,88.9796,104.2653,83.6228,112.4036,124.2016,103.8935,94.2921,96.4783,100.0865,0,0,0,0,0,0,0,0,0
1562,89.2019,103.7779,83.9448,112.8891,124.6747,103.579,93.916,96.835,99.6506,0,0,0,0,0,0,0,0,0
1563,89.2512,104.1393,83.7724,112.9147,124.2823,103.4214,93.7917,97.0558,99.8487,0,0,0,0,0,0,0,0,0
1564,89.3326,104.5001,83.6527,112.6029,124.6476,103.5413,93.5865,96.9689,100.1562,0,0,0,0,0,0,0,0,0
1565,89.7841,104.9472,83.5774,112.8228,124.2527,103.2434,93.7914,96.6802,100.6064,0,0,0,0,0,0,0,0,0
1566,89.5258,105.0672,83.7878,112.7254,123.8108,103.257,94.1206,97.0581,100.9765,0,0,0,0,0,0,0,0,0
1567,89.471,104.6804,83.3358,112.4949,123.556,103.4179,93.8206,96.8436,101.172,0,0,0,0,0,0,0,0,0
1568,89.8089,104.6787,83.6812,112.6083,124.001,103.8523,93.4597,97.0525,101.1732,0,0,0,0,0,0,0,0,0
1569,89.9452,104.2703,83.5654,112.5535,123.7851,103.8857,93.4666,96.9021,101.3374,0,0,0,0,0,0,0,0,0
1570,90.0781,104.5959,83.3237,112.7324,123.6633,104,93.4898,96.535,100.9483,0,0,0,0,0,0,0,0,0
1571,90.235,104.5604,83.5026,112.7812,123.3027,103.951,93.1417,96.3512,101.0857,0,0,0,0,0,0,0,0,0
1572,89.7718,104.6854,83.9145,112.8015,123.2484,104.0328,92.9633,96.3456,101.1414,0,0,0,0,0,0,0,0,0
1573,89.5837,105.1523,84.0198,112.3359,123.0946,104.2198,92.6565,96.3825,100.7821,0,0,0,0,0,0,0,0,0
1574,89.0944,105.3519,84.074,112.3645,122.6244,104.1989,92.5966,95.9094,100.8417,0,0,0,0,0,0,0,0,0
1575,89.0487,104.9212,84.0241,111.9676,122.1302,104.5116,92.3943,95.6954,101.1412,0,0,0,0,0,0,0,0,0
1576,89.143,104.5494,84.4192,111.8332,122.2066,104.6762,92.6271,95.475,100.6742,0,0,0,0,0,0,0,0,0
1577,89.1669,104.2934,84.1072,111.4345,121.7758,104.2551,92.3909,95.724,100.4837,0,0,0,0,0,0,0,0,0
1578,89.5078,104.2098,83.9969,111.2582,122.088,104.4651,92.4649,95.6559,100.0039,0,0,0,0,0,0,0,0,0
1579,89.9393,103.9554,83.6002,110.9199,121.6973,104.5589,92.5146,95.9294,99.8328,0,0,0,0,0,0,0,0,0
1580,90.0555,103.5702,83.6408,111.2384,121.5274,104.3246,92.5982,96.2733,99.9954,0,0,0,0,0,0,0,0,0
1581,89.6109,103.5552,83.1944,110.9963,121.9864,104.3721,92.2515,96.0172,99.6739,0,0,0,0,0,0,0,0,0
1582,89.4459,103.3369,82.9059,111.1382,122.2939,104.7834,92.3611,96.1733,99.5445,0,0,0,0,0,0,0,0,0
1583,89.1002,102.926,82.5259,110.9634,122.0515,104.3799,92.563,96.199,99.3264,0,0,0,0,0,0,0,0,0
1584,88.7566,103.178,82.8276,111.3889,122.1972,103.9922,92.2454,95.8421,99.1705,0,0,0,0,0,0,0,0,0
1585,88.581,103.0118,82.7464,111.4697,121.9926,104.0288,92.3924,95.9788,99.45,0,0,0,0,0,0,0,0,0
1586,88.7099,103.4425,82.7283,111.7345,122.2042,103.8511,92.6975,95.4895,99.2933,0,0,0,0,0,0,0,0,0
1587,88.6586,103.1563,82.4892,111.8872,122.2968,103.382,92.2058,94.9981,99.1669,0,0,0,0,0,0,0,0,0
1588,88.9088,102.7292,82.5801,112.1486,122.3342,103.2982,92.4424,94.7283,98.8287,0,0,0,0,0,0,0,0,0
1589,88.7215,103.0902,82.2144,112.546,122.3474,103.0365,92.568,95.2278,99.0275,0,0,0,0,0,0,0,0,0
1590,88.3284,102.7623,82.6134,112.8747,122.3851,102.5889,92.1343,95.1988,98.7426,0,0,0,0,0,0,0,0,0
1591,88.5902,102.3313,82.9319,112.6094,122.2418,102.998,92.5495,95.2204,98.4721,0,0,0,0,0,0,0,0,0
1592,88.3415,102.541,82.7611,112.8687,121.849,102.9734,92.3537,94.9125,98.331,0,0,0,0,0,0,0,0,0
1593,88.7714,102.5762,82.8363,112.4098,121.5799,103.3708,91.9031,94.5709,98.3906,0,0,0,0,0,0,0,0,0
1594,88.3045,102.1329,82.903,112.8057,121.2513,103.5748,92.2715,94.7357,98.7352,0,0,0,0,0,0,0,0,0
1595,87.9471,102.0524,83.2492,112.5931,120.8895,103.5583,92.1114,94.6119,98.956,0,0,0,0,0,0,0,0,0
1596,88.0772,101.8213,83.516,112.713,120.8012,103.2355,91.6899,94.3538,98.865,0,0,0,0,0,0,0,0,0
1597,88.3228,101.6181,84.0107,112.6602,121.2358,103.0857,91.3588,93.8716,98.9456,0,0,0,0,0,0,0,0,0
1598,88.182,101.6743,84.2556,112.4336,121.1706,102.9938,91.3896,93.8294,99.3188,0,0,0,0,0,0,0,0,0
1599,87.9041,102.0093,84.191,112.6296,121.3369,103.1716,91.1542,93.4748,99.495,0,0,0,0,0,0,0,0,0
1600,87.4075,102.2888,84.5075,112.6059,121.701,103.1848,91.5011,93.8232,99.023,0,0,0,0,0,0,0,0,0
1601,87.1182,102.4268,84.069,112.8243,122.0136,103.4442,91.1463,94.0694,98.5991,0,0,0,0,0,0,0,0,0
1602,86.8508,102.6566,83.7096,113.0602,121.5769,103.6025,91.0295,93.6894,99.0692,0,0,0,0,0,0,0,0,0
1603,86.7145,102.2147,84,113.3298,121.7719,103.6578,91.0353,93.2838,99.0095,0,0,0,0,0,0,0,0,0
1604,86.4074,102.5548,83.9458,113.1325,121.9132,103.382,90.6824,93.295,99.0538,0,0,0,0,0,0,0,0,0
1605,86.4074,102.2916,84.0045,112.8393,121.6198,103.0586,90.9485,93.1701,98.6156,0,0,0,0,0,0,0,0,0
1606,86.0844,102.5866,84.4097,112.3657,121.5011,102.6591,91.2763,93.1742,98.7679,0,0,0,0,0,0,0,0,0
1607,86.0872,102.799,84.183,112.6827,121.2764,102.5321,91.3667,92.9464,99.1725,0,0,0,0,0,0,0,0,0
1608,86.2081,102.3101,84.4279,112.7075,121.7266,102.9181,90.9831,93.2248,99.6158,0,0,0,0,0,0,0,0,0
1609,85.8084,102.0688,84.5806,112.7149,122.132,102.7058,90.5157,93.5189,99.5139,0,0,0,0,0,0,0,0,0
1610,85.9459,101.625,84.9712,113.1894,122.2947,102.2935,90.1012,93.5109,99.3408,0,0,0,0,0,0,0,0,0
1611,86.1394,101.4435,85.282,113.3408,122.0216,102.3584,89.6824,93.9277,98.8613,0,0,0,0,0,0,0,0,0
1612,86.1875,101.7401,85.0946,113.7202,121.7405,101.9339,90.1607,93.6351,99.1795,0,0,0,0,0,0,0,0,0
1613,86.2687,101.4798,85.1119,113.3122,121.9505,102.0248,90.4971,93.4708,99.116,0,0,0,0,0,0,0,0,0
1614,85.9513,101.3505,85.1835,113.5478,121.9396,102.1113,90.0032,93.6029,99.135,0,0,0,0,0,0,0,0,0
1615,85.7964,101.5563,85.3781,113.5499,122.3865,102.0787,89.6557,94.0844,99.62,0,0,0,0,0,0,0,0,0
1616,85.9262,101.326,85.6827,113.2877,122.6813,101.9589,89.3641,94.3,99.9448,0,0,0,0,0,0,0,0,0
1617,86.0175,101.1558,85.3743,113.5486,122.4609,102.1159,88.8687,94.08,100.3966,0,0,0,0,0,0,0,0,0
1618,86.3882,101.1082,85.742,113.1266,122.9165,102.5319,88.555,94.4932,99.9591,0,0,0,0,0,0,0,0,0
1619,86.4849,100.8116,85.6032,113.3573,123.1602,102.0529,88.14,94.2878,99.5779,0,0,0,0,0,0,0,0,0
1620,86.1957,100.9857,85.3374,113.2224,122.796,101.7111,88.2699,94.7434,99.5037,0,0,0,0,0,0,0,0,0
1621,86.3933,101.1156,85.1968,112.8815,122.7771,101.3688,88.0923,94.9741,99.5488,0,0,0,0,0,0,0,0,0
1622,86.5729,100.8104,85.5076,113.1573,122.3452,101.2743,88.1436,95.4145,99.8377,0,0,0,0,0,0,0,0,0
1623,86.1197,100.8753,85.4685,113.24,122.2321,101.5496,88.5634,95.788,100.282,0,0,0,0,0,0,0,0,0
1624,85.699,100.4627,85.5418,113.6456,121.8548,101.1162,88.2085,95.9802,100.1742,0,0,0,0,0,0,0,0,0
1625,85.7796,100.7336,85.2318,113.8143,121.7079,101.2582,88.6006,96.3297,99.7693,0,0,0,0,0,0,0,0,0
1626,85.9084,100.4276,85.1217,113.8661,122.1194,100.9874,88.7482,96.539,100.1904,0,0,0,0,0,0,0,0,0
1627,85.9185,100.705,84.7944,114.3577,121.8611,100.5714,88.5868,96.4981,99.9063,0,0,0,0,0,0,0,0,0
1628,86.1338,100.3063,84.996,114.1498,121.5644,100.8032,88.9029,96.4549,99.7477,0,0,0,0,0,0,0,0,0
1629,86.6023,100.0056,84.878,114.222,121.3919,101.0919,89.2337,96.5405,99.8431,0,0,0,0,0,0,0,0,0
1630,86.4827,100.4712,85.0645,114.4156,121.1642,100.9458,89.7267,96.1488,99.3829,0,0,0,0,0,0,0,0,0
1631,86.285,100.203,85.4775,114.4723,120.7545,101.4372,89.8752,96.5576,99.073,0,0,0,0,0,0,0,0,0
1632,86.0395,100.6449,85.4083,114.5325,120.6146,101.3754,90.0491,96.2797,98.7224,0,0,0,0,0,0,0,0,0
1633,86.0221,100.1553,84.9551,114.9418,120.1648,101.3418,89.5515,96.4158,98.7238,0,0,0,0,0,0,0,0,0
1634,86.2984,100.0699,85.1467,114.7085,120.6238,100.9373,89.6893,96.3331,98.967,0,0,0,0,0,0,0,0,0
1635,85.8194,100.4211,85.2225,114.2821,120.9189,101.068,89.7102,95.9633,99.3772,0,0,0,0,0,0,0,0,0
1636,85.5298,100.0363,85.4717,114.307,120.548,100.7796,89.6316,96.0627,98.9605,0,0,0,0,0,0,0,0,0
1637,85.6528,100.426,85.5341,113.8369,120.8039,100.8086,89.3028,96.5596,99.3378,0,0,0,0,0,0,0,0,0
1638,86.0271,99.9793,85.3443,113.7522,120.7146,101.2616,89.5206,96.7682,99.128,0,0,0,0,0,0,0,0,0
1639,85.822,99.6414,85.2494,113.4775,120.5101,101.6519,90.0145,96.4913,98.9587,0,0,0,0,0,0,0,0,0
1640,85.4131,99.9492,85.3367,113.1791,120.7373,101.7109,90.3237,96.3561,99.0997,0,0,0,0,0,0,0,0,0
1641,85.0984,99.8046,85.4434,112.8984,120.8291,101.7062,89.9404,96.6012,98.8976,0,0,0,0,0,0,0,0,0
1642,85.3122,99.6654,85.3895,113.1146,120.805,101.9507,89.8315,96.5658,98.9853,0,0,0,0,0,0,0,0,0
1643,85.4267,99.1945,85.3997,113.2084,120.9009,101.6695,89.4844,96.9254,98.9209,0,0,0,0,0,0,0,0,0
1644,84.9835,99.6929,85.837,113.3076,120.9347,101.5619,89.8938,96.5566,99.2689,0,0,0,0,0,0,0,0,0
1645,84.9863,99.5655,85.6906,113.3778,120.932,101.7104,89.54,96.8839,99.6155,0,0,0,0,0,0,0,0,0
1646,84.5079,99.3683,85.9944,112.9668,120.9723,101.925,89.7182,96.9656,99.7795,0,0,0,0,0,0,0,0,0
1647,84.2051,99.6023,85.9113,113.3342,120.476,102.2583,89.4909,96.9631,99.7702,0,0,0,0,0,0,0,0,0
1648,84.7024,100.0987,85.5044,113.7352,120.2657,102.6862,89.716,97.1539,99.3967,0,0,0,0,0,0,0,0,0
1649,84.6277,100.1794,85.5933,113.6442,120.5848,102.7219,90.153,97.407,99.8928,0,0,0,0,0,0,0,0,0
1650,84.6097,100.57,86.0833,114.097,120.5773,102.6399,90.0778,97.4502,99.4983,0,0,0,0,0,0,0,0,0
1651,84.2167,100.1179,86.2069,114.5921,120.2979,102.3023,90.0256,97.3443,99.2979,0,0,0,0,0,0,0,0,0
1652,84.1093,99.8608,85.8903,114.7786,120.2739,101.9266,89.612,97.0387,99.0276,0,0,0,0,0,0,0,0,0
1653,83.8126,99.5547,85.9119,114.6011,120.6683,102.2722,89.758,97.4615,99.0299,0,0,0,0,0,0,0,0,0
1654,83.4839,99.5517,85.8136,114.1218,121.1096,102.4025,89.5899,97.8658,99.1591,0,0,0,0,0,0,0,0,0
1655,83.5408,99.4751,86.0815,114.3076,121.4328,102.1776,89.9791,98.0079,98.8982,0,0,0,0,0,0,0,0,0
1656,83.4994,99.3916,85.837,114.7995,121.0253,102.081,89.9606,97.8576,98.5345,0,0,0,0,0,0,0,0,0
1657,83.1773,99.4147,85.5117,114.5568,120.6712,102.0355,89.8694,97.4205,98.5699,0,0,0,0,0,0,0,0,0
1658,82.8468,99.4445,85.9923,114.7074,120.768,101.7761,89.4752,97.152,98.9479,0,0,0,0,0,0,0,0,0
1659,82.6967,99.1056,86.269,114.5825,120.783,101.7884,89.1329,97.5819,98.8532,0,0,0,0,0,0,0,0,0
1660,82.6802,98.668,85.9136,114.8683,121.2325,101.2953,88.987,97.9417,99.2154,0,0,0,0,0,0,0,0,0
1661,82.5342,99.0197,85.5813,115.053,121.1708,100.9166,88.4896,98.3719,99.3756,0,0,0,0,0,0,0,0,0
1662,82.5788,98.9116,85.8188,115.0954,121.4002,100.6372,88.418,98.0031,99.3475,0,0,0,0,0,0,0,0,0
1663,82.7188,98.8124,85.9159,114.8604,121.7733,100.5945,88.1091,97.8712,99.1846,0,0,0,0,0,0,0,0,0
1664,82.8743,98.7931,85.905,115.0597,122.1603,100.1652,87.6967,98.1707,99.4961,0,0,0,0,0,0,0,0,0
1665,82.5312,98.5965,85.7396,114.6322,121.7989,100.576,87.9052,98.5479,99.33,0,0,0,0,0,0,0,0,0
1666,82.3327,98.7835,85.8415,114.4487,121.6965,100.7313,87.9927,99.0106,98.9579,0,0,0,0,0,0,0,0,0
1667,82.1854,99.02,85.699,114.9392,121.7462,101.145,88.2495,98.6275,99.1993,0,0,0,0,0,0,0,0,0
1668,82.4464,99.2394,85.3694,114.5014,121.9253,101.3497,88.6954,98.4029,99.2452,0,0,0,0,0,0,0,0,0
1669,82.7499,99.3167,85.1262,114.705,121.7347,101.5653,88.5717,97.9362,99.7213,0,0,0,0,0,0,0,0,0
1670,82.6027,99.0218,84.7146,114.4746,122.1394,101.9143,89.0223,97.917,99.6689,0,0,0,0,0,0,0,0,0
1671,82.6699,99.4638,84.6623,113.9855,121.9599,101.4864,88.608,98.2837,99.9987,0,0,0,0,0,0,0,0,0
1672,82.5621,99.4971,84.642,114.4454,121.7014,101.2656,88.6159,98.3936,99.898,0,0,0,0,0,0,0,0,0
1673,82.823,99.1104,84.6155,114.2091,121.4341,101.6411,88.241,98.0364,100.1305,0,0,0,0,0,0,0,0,0
1674,82.5153,98.7575,84.1251,114.0333,121.5807,101.6383,88.1399,98.2824,99.8729,0,0,0,0,0,0,0,0,0
1675,82.3976,98.9297,84.2456,113.9461,121.6839,101.8366,88.0391,98.1311,99.9434,0,0,0,0,0,0,0,0,0
1676,82.8044,98.8893,84.2307,114.3043,121.9234,101.992,88.4677,97.9312,99.7904,0,0,0,0,0,0,0,0,0
1677,83.2139,99.3837,84.3302,114.6003,121.6332,102.267,88.7675,98.0299,100.2547,0,0,0,0,0,0,0,0,0
1678,83.1194,99.4441,84.2875,114.4779,121.6444,102.4842,89.015,97.6068,100.4674,0,0,0,0,0,0,0,0,0
1679,82.8177,98.9599,83.8572,114.1379,121.285,102.7443,89.4111,97.6759,100.7979,0,0,0,0,0,0,0,0,0
1680,83.2818,99.1237,84.0147,114.3772,120.9991,102.6726,89.1622,98.0967,100.7395,0,0,0,0,0,0,0,0,0
1681,83.482,99.0027,83.7146,114.6231,120.6698,102.4654,89.0729,98.2631,100.5169,0,0,0,0,0,0,0,0,0
1682,83.8501,98.8703,83.573,114.8324,120.2074,102.3598,89.0306,98.3383,100.586,0,0,0,0,0,0,0,0,0
1683,83.5295,98.4666,83.7083,115.1951,120.1884,102.7749,89.0488,98.1224,100.8876,0,0,0,0,0,0,0,0,0
1684,83.7342,98.2042,83.554,115.4705,119.8388,102.5795,89.4309,98.1393,100.5049,0,0,0,0,0,0,0,0,0
1685,83.2607,97.804,84.054,115.2968,119.7474,102.787,89.1153,98.3555,100.8902,0,0,0,0,0,0,0,0,0
1686,83.1695,97.6304,84.2005,114.8036,119.5689,102.6829,88.8832,98.0625,100.3985,0,0,0,0,0,0,0,0,0
1687,82.8086,98.0056,84.3773,114.5344,119.5903,102.7581,89.1423,98.2753,100.3065,0,0,0,0,0,0,0,0,0
1688,83.0651,98.4091,84.131,114.7224,119.3748,102.6329,89.6072,97.7957,100.5726,0,0,0,0,0,0,0,0,0
1689,83.4228,98.1701,84.0659,114.396,119.4484,103.0049,89.2717,97.3337,100.2421,0,0,0,0,0,0,0,0,0
1690,83.691,98.5544,84.3691,114.2556,119.3437,103.3061,89.7516,97.7991,100.7391,0,0,0,0,0,0,0,0,0
1691,83.3165,98.8735,84.5905,114.7189,119.419,103.5118,90.2471,97.4701,101.1206,0,0,0,0,0,0,0,0,0
1692,83.6349,99.3513,84.6443,114.2359,119.4507,103.7028,89.8305,97.6063,101.5611,0,0,0,0,0,0,0,0,0
1693,83.9274,98.9793,84.2309,114.4286,119.0036,103.3867,89.5811,97.7248,101.4579,0,0,0,0,0,0,0,0,0
1694,83.7279,98.6465,84.1507,114.8659,118.9535,103.161,89.8848,97.2334,101.7973,0,0,0,0,0,0,0,0,0
1695,83.3562,98.7622,83.8316,115.0442,118.5817,103.3002,89.9747,97.2145,101.602,0,0,0,0,0,0,0,0,0
1696,83.0301,98.3522,83.3945,114.7468,118.5422,103.7653,90.3798,97.5522,101.9951,0,0,0,0,0,0,0,0,0
1697,83.4696,98.6337,83.1629,114.5259,118.3346,103.6155,90.6276,97.2569,101.687,0,0,0,0,0,0,0,0,0
1698,83.8386,99.072,83.3596,114.249,118.5933,103.3827,90.8904,97.5964,102.0986,0,0,0,0,0,0,0,0,0
1699,84.1934,99.3961,83.0061,114.6404,118.9885,103.4517,90.4643,97.364,102.4584,0,0,0,0,0,0,0,0,0
1700,84.5663,99.357,83.1594,114.7145,118.6531,103.0685,90.678,97.4853,102.923,0,0,0,0,0,0,0,0,0
1701,84.3468,98.902,83.4854,114.7766,119.0783,103.1149,90.4746,97.1724,103.374,0,0,0,0,0,0,0,0,0
1702,84.4277,98.4456,83.3716,114.5619,119.0456,103.4775,90.7565,96.8768,103.5203,0,0,0,0,0,0,0,0,0
1703,84.0792,98.5492,83.5255,114.5749,118.9593,103.2768,90.8746,96.9798,103.7578,0,0,0,0,0,0,0,0,0
1704,83.7686,99.0394,83.5777,114.2259,118.583,102.7994,91.1602,97.1673,104.1354,0,0,0,0,0,0,0,0,0
1705,84.216,99.1787,83.3731,113.788,118.9913,103.0885,90.9108,97.1918,103.7155,0,0,0,0,0,0,0,0,0
1706,84.6377,98.8602,83.2109,113.7725,118.7255,103.5048,91.1165,97.0119,103.8705,0,0,0,0,0,0,0,0,0
1707,84.5379,99.2784,83.4015,113.3926,118.9153,103.8591,91.0498,97.3732,104.3371,0,0,0,0,0,0,0,0,0
1708,84.6389,99.4824,83.2542,113.7061,119.0666,103.7919,91.0725,97.291,104.7282,0,0,0,0,0,0,0,0,0
1709,84.464,99.0278,83.4875,114.1501,118.8416,103.3076,91.0464,97.7535,104.7603,0,0,0,0,0,0,0,0,0
1710,84.1036,99.1808,83.2913,114.2301,118.9799,103.425,90.5623,97.8073,105.1638,0,0,0,0,0,0,0,0,0
