year,XEUOUZ,DCPWLP,XEYOPS,XXDGJI,WSRNWD,LDCKJJ,THIBEV,ZKTWAS,ROQWUT,BZFTZE,EIDUNJ,HPPEVH,ICGDTN,COQYCO,YATYVW,AKRDYU,KJIGPC,UQWXRL
1539,104.7857,30.4189,50.5037,130.9599,90.477,95.067,83.9495,124.6493,45.7025,0,0,0,0,0,0,0,0,0
1540,106.3935,31.0606,51.984,132.7018,90.5231,93.7843,84.7307,125.7391,44.1352,0,0,0,0,0,0,0,0,0
1541,104.4803,30.7146,52.4475,133.5089,92.3875,94.5998,84.3446,127.5711,43.2443,0,0,0,0,0,0,0,0,0
1542,105.4095,32.3453,53.731,133.5306,91.5539,94.0464,85.7046,126.5165,43.5888,0,0,0,0,0,0,0,0,0
1543,106.4342,32.8321,55.6196,132.4051,93.5016,93.571,87.5284,126.6117,44.6829,0,0,0,0,0,0,0,0,0
1544,105.419,32.7533,57.2879,132.1091,95.2477,92.8533,85.5496,128.2887,44.043,0,0,0,0,0,0,0,0,0
1545,107.3953,31.6549,56.4815,133.423,97.1247,92.773,87.0876,127.021,45.5162,0,0,0,0,0,0,0,0,0
1546,106.3991,31.5057,57.7432,134.2156,96.8669,90.9799,86.4238,125.5343,43.6991,0,0,0,0,0,0,0,0,0
1547,107.1888,32.5862,58.1811,133.7863,96.3596,89.2948,86.923,124.5936,42.5276,0,0,0,0,0,0,0,0,0
1548,106.9886,31.8873,60.0879,134.4076,96.3891,90.4462,85.393,125.805,41.2027,0,0,0,0,0,0,0,0,0
1549,105.8309,32.4887,58.8319,135.6103,96.388,92.133,83.9561,124.5237,42.9371,0,0,0,0,0,0,0,0,0
1550,105.6115,31.8319,57.681,135.3106,94.6796,93.2517,84.4894,124.3952,41.7456,0,0,0,0,0,0,0,0,0
1551,103.7964,31.5616,59.2023,134.6953,94.7818,92.2385,84.3314,125.9092,41.8096,0,0,0,0,0,0,0,0,0
1552,105.3107,30.0991,60.0163,133.6835,93.5066,91.2916,86.1439,127.7302,43.6593,0,0,0,0,0,0,0,0,0
1553,104.6349,28.3002,61.1731,132.0915,91.9746,92.8759,85.5145,127.4928,41.725,0,0,0,0,0,0,0,0,0
1554,105.7722,28.9325,59.2286,131.8486,90.5161,91.5725,85.427,129.084,42.4711,0,0,0,0,0,0,0,0,0
1555,104.139,29.3288,58.5359,132.7092,90.612,91.8698,85.5912,128.3418,44.4524,0,0,0,0,0,0,0,0,0
1556,102.616,27.7568,59.6461,131.9589,92.4474,90.8288,85.866,126.3425,45.7778,0,0,0,0,0,0,0,0,0
1557,101.3761,26.5293,58.2404,130.1696,91.5467,92.807,85.099,126.2987,44.5917,0,0,0,0,0,0,0,0,0
1558,101.6844,27.6584,58.7253,131.808,93.5056,94.157,83.5646,126.2029,46.041,0,0,0,0,0,0,0,0,0
1559,101.7058,28.4997,60.5303,131.3626,92.1956,94.0895,83.857,125.3531,47.8933,0,0,0,0,0,0,0,0,0
1560,102.1732,29.3261,60.621,131.8779,91.1548,95.1766,82.3742,125.9157,49.8835,0,0,0,0,0,0,0,0,0
1561,102.7974,29.0181,61.5009,133.6011,92.9073,94.005,82.0795,125.9723,50.063,0,0,0,0,0,0,0,0,0
1562,103.057,27.3932,62.4517,134.3493,94.1063,95.1243,82.266,125.8835,49.5872,0,0,0,0,0,0,0,0,0
1563,104.0346,25.4931,61.4981,135.448,93.158,93.2934,81.7491,126.0546,50.9312,0,0,0,0,0,0,0,0,0
1564,105.667,25.8934,59.7822,133.5231,92.8473,94.7593,82.3586,127.2256,51.5171,0,0,0,0,0,0,0,0,0
1565,106.4502,24.2183,60.727,133.1154,93.184,92.9975,83.6678,129.159,50.0056,0,0,0,0,0,0,0,0,0
1566,106.6524,26.0441,59.3741,132.1813,92.1809,92.3046,82.8723,131.0049,49.5102,0,0,0,0,0,0,0,0,0
1567,107.5896,24.313,60.7461,133.3472,91.5448,92.713,84.7572,132.6123,48.5072,0,0,0,0,0,0,0,0,0
1568,106.4806,25.3732,62.6896,133.3767,91.875,94.116,84.8341,130.765,50.1061,0,0,0,0,0,0,0,0,0
1569,106.698,23.4568,64.4203,134.1278,92.3112,92.9725,83.1275,132.5099,51.1716,0,0,0,0,0,0,0,0,0
1570,105.3639,22.141,64.2071,133.6022,91.6081,94.4238,83.2858,130.8058,51.1586,0,0,0,0,0,0,0,0,0
1571,104.6302,20.9684,64.9317,134.2023,89.6338,95.9522,81.9723,132.6303,49.4364,0,0,0,0,0,0,0,0,0
1572,105.1595,21.2773,62.9485,134.0369,90.4291,94.4717,82.178,130.6746,49.9326,0,0,0,0,0,0,0,0,0
1573,103.5763,22.2918,64.6261,134.5954,89.0214,95.5819,83.6693,129.2464,49.69,0,0,0,0,0,0,0,0,0
1574,103.8385,21.6642,65.5417,135.561,88.8775,94.3722,84.0932,129.5276,50.0271,0,0,0,0,0,0,0,0,0
1575,101.9681,20.3908,65.8045,134.1592,89.8442,94.3857,82.637,128.3499,51.7323,0,0,0,0,0,0,0,0,0
1576,100.1566,19.8721,63.9161,134.3515,91.4097,96.0488,81.2197,128.8695,53.2902,0,0,0,0,0,0,0,0,0
1577,99.405,19.495,62.3934,132.6108,92.3196,96.7491,81.1152,130.7956,52.3475,0,0,0,0,0,0,0,0,0
1578,99.843,18.4466,62.6255,131.8093,90.8199,96.1992,81.4529,131.1783,51.2706,0,0,0,0,0,0,0,0,0
1579,101.481,19.039,60.838,133.668,92.6536,97.5738,79.8809,131.4845,52.3255,0,0,0,0,0,0,0,0,0
1580,102.4648,18.3995,60.553,132.8214,92.656,98.3492,78.4217,132.0141,53.0307,0,0,0,0,0,0,0,0,0
1581,101.9219,18.8708,60.5722,133.554,92.3683,98.4593,77.9431,130.2201,55.0079,0,0,0,0,0,0,0,0,0
1582,102.4193,18.2592,61.7565,133.5477,91.6475,99.8422,78.9795,130.9431,54.5821,0,0,0,0,0,0,0,0,0
1583,102.7365,19.7401,60.992,133.9501,93.1839,101.6596,80.5531,130.108,54.6892,0,0,0,0,0,0,0,0,0
1584,101.7971,21.1015,61.3883,135.3489,92.723,102.228,80.2954,128.673,54.9457,0,0,0,0,0,0,0,0,0
1585,102.6953,20.0199,59.5655,134.3512,90.9066,102.9271,81.7462,126.814,56.1131,0,0,0,0,0,0,0,0,0
1586,104.5672,21.4345,61.4268,133.4117,90.0375,103.2379,82.4953,126.8955,55.4808,0,0,0,0,0,0,0,0,0
1587,103.7121,22.5711,63.3382,132.8339,88.5845,104.114,81.4155,125.0628,56.6799,0,0,0,0,0,0,0,0,0
1588,105.012,22.4221,63.5492,131.9795,88.7603,105.6121,81.2627,126.5038,54.9158,0,0,0,0,0,0,0,0,0
1589,105.7978,22.7832,64.8768,133.1411,87.6867,106.2474,82.0414,124.8967,53.7398,0,0,0,0,0,0,0,0,0
1590,105.3855,24.3353,65.9482,133.9449,87.3102,104.5531,80.7818,125.2954,53.9862,0,0,0,0,0,0,0,0,0
1591,104.4599,23.2682,66.7357,134.4365,85.6416,105.4458,81.216,125.5915,55.0823,0,0,0,0,0,0,0,0,0
1592,103.8141,21.2858,68.3158,136.0851,85.3076,106.6741,81.1382,123.8314,54.5023,0,0,0,0,0,0,0,0,0
1593,102.7357,19.5155,69.0322,136.7525,83.3456,106.0436,82.9197,122.79,52.9089,0,0,0,0,0,0,0,0,0
1594,102.7038,17.6708,67.7182,137.8542,84.9673,107.8037,83.5229,123.3918,54.082,0,0,0,0,0,0,0,0,0
1595,103.4538,18.4906,67.5793,138.55,83.0938,109.086,83.426,123.5138,54.3025,0,0,0,0,0,0,0,0,0
1596,102.7214,18.9127,67.7227,139.0769,82.14,111.05,81.9206,121.9868,54.2103,0,0,0,0,0,0,0,0,0
1597,104.4674,17.4464,66.0095,140.9355,83.972,109.7534,79.939,121.2302,52.877,0,0,0,0,0,0,0,0,0
1598,104.2485,15.6409,67.927,141.0191,83.952,111.2993,81.1241,120.3085,54.6676,0,0,0,0,0,0,0,0,0
1599,104.9294,16.8654,69.4095,139.4692,85.4872,112.4167,81.74,118.9444,56.408,0,0,0,0,0,0,0,0,0
1600,103.9125,17.4008,68.4601,139.4688,86.7488,114.0909,80.39,118.9133,58.3972,0,0,0,0,0,0,0,0,0
1601,104.4067,17.1556,67.8186,138.5787,84.9785,115.2648,80.3939,120.5374,59.3035,0,0,0,0,0,0,0,0,0
1602,105.1728,15.7081,66.9916,139.0886,86.6064,114.9301,80.0109,121.8643,57.7522,0,0,0,0,0,0,0,0,0
1603,104.6192,15.2918,67.1237,141.0832,86.9323,116.9235,80.3271,123.5937,56.7183,0,0,0,0,0,0,0,0,0
1604,105.1378,13.804,66.1191,140.115,85.5668,117.7214,81.9769,122.9326,55.053,0,0,0,0,0,0,0,0,0
1605,105.5108,12.2426,66.1757,138.3962,86.8665,119.6413,81.4415,123.0477,55.1635,0,0,0,0,0,0,0,0,0
1606,104.4306,13.9163,65.0341,137.905,87.9307,120.184,82.6534,123.0757,53.4397,0,0,0,0,0,0,0,0,0
1607,104.0543,13.1483,66.6046,137.4956,88.7324,118.3909,80.9764,121.5604,55.3921,0,0,0,0,0,0,0,0,0
1608,103.7653,13.9187,66.7861,136.4528,87.1849,119.5808,82.1513,120.0306,54.5394,0,0,0,0,0,0,0,0,0
1609,103.9645,12.8204,67.7474,134.6861,87.6101,119.2774,82.8851,121.5456,56.506,0,0,0,0,0,0,0,0,0
1610,102.4586,13.3524,69.5853,135.9566,89.1633,118.9017,82.3717,121.7039,56.855,0,0,0,0,0,0,0,0,0
1611,104.1101,12.613,68.8107,136.3876,90.2213,117.7706,82.1777,123.1092,57.302,0,0,0,0,0,0,0,0,0
1612,104.0161,11.7707,67.5477,135.0093,90.5971,115.8901,82.1504,121.3221,56.0803,0,0,0,0,0,0,0,0,0
1613,104.3464,11.06,65.6125,133.8873,90.9391,116.0901,83.2597,122.913,56.0046,0,0,0,0,0,0,0,0,0
1614,106.1757,12.0259,66.2658,135.1416,90.3139,115.704,82.6424,123.1198,54.4478,0,0,0,0,0,0,0,0,0
1615,107.4748,10.7021,64.6165,135.3852,90.2398,114.0641,84.226,121.6346,54.3816,0,0,0,0,0,0,0,0,0
1616,106.2149,11.4579,65.5794,136.1151,90.0152,113.7057,85.8013,121.844,54.7343,0,0,0,0,0,0,0,0,0
1617,106.1826,10.8301,66.5256,137.5209,88.3995,114.1969,86.8704,121.797,54.5341,0,0,0,0,0,0,0,0,0
1618,105.1669,12.2691,65.0384,139.5171,88.4767,114.9366,87.171,121.0436,54.2685,0,0,0,0,0,0,0,0,0
1619,103.278,13.4174,64.1493,139.0168,87.5747,116.2957,85.3791,121.3392,54.033,0,0,0,0,0,0,0,0,0
1620,103.1592,11.95,63.0882,137.6303,87.1866,117.6888,83.6453,121.1858,52.1566,0,0,0,0,0,0,0,0,0
1621,101.5257,10.4103,62.401,136.5616,88.5031,118.9092,85.5997,121.6131,53.359,0,0,0,0,0,0,0,0,0
1622,102.4527,11.4934,62.5092,136.2156,89.136,117.8378,86.9743,120.3712,54.5464,0,0,0,0,0,0,0,0,0
1623,102.6231,13.2629,63.0057,137.4227,91.0376,116.3338,88.7053,118.9104,52.5775,0,0,0,0,0,0,0,0,0
1624,101.4639,14.8185,63.801,138.4292,89.8999,117.6077,90.2763,116.93,51.0558,0,0,0,0,0,0,0,0,0
1625,100.9013,16.3852,64.5585,137.1976,89.0169,119.0703,89.5543,117.9601,49.8572,0,0,0,0,0,0,0,0,0
1626,102.514,15.7419,65.0292,138.9978,88.712,117.4141,88.5661,118.9739,51.0637,0,0,0,0,0,0,0,0,0
1627,102.4749,15.0376,65.0251,138.6182,88.913,116.2226,88.9858,117.1313,51.3215,0,0,0,0,0,0,0,0,0
1628,104.2521,14.8077,66.0782,138.3305,89.2425,114.5645,87.6551,117.3386,49.7731,0,0,0,0,0,0,0,0,0
1629,105.2728,16.3949,64.79,138.1423,89.4408,113.1399,89.2908,118.7707,48.9218,0,0,0,0,0,0,0,0,0
1630,104.3146,15.7066,65.7658,136.7373,90.2848,111.4466,90.7069,119.1299,49.7809,0,0,0,0,0,0,0,0,0
1631,102.7931,16.3079,67.0355,135.0152,90.6132,110.4189,90.2178,120.7467,49.9099,0,0,0,0,0,0,0,0,0
1632,104.5421,17.3621,67.7133,136.7196,89.8812,111.9188,89.3043,120.5539,50.1043,0,0,0,0,0,0,0,0,0
1633,102.8382,16.5724,66.2644,135.3138,91.8769,112.3454,87.5409,122.3616,50.2246,0,0,0,0,0,0,0,0,0
1634,104.5193,18.0863,66.1053,134.9222,91.8334,110.4392,85.5488,122.0721,50.8306,0,0,0,0,0,0,0,0,0
1635,103.0086,19.6611,66.7433,134.6877,92.0846,110.4654,83.7286,123.9648,51.67,0,0,0,0,0,0,0,0,0
1636,102.491,19.6213,68.418,134.7665,92.6095,109.9614,84.5072,122.6122,50.5697,0,0,0,0,0,0,0,0,0
1637,100.8922,19.1096,68.7649,135.6028,93.3695,111.7783,82.7483,122.4546,48.7718,0,0,0,0,0,0,0,0,0
1638,99.7376,19.8382,66.9912,134.7108,92.9568,113.0745,82.9369,121.6362,49.2665,0,0,0,0,0,0,0,0,0
1639,97.7383,17.9135,66.4868,136.0582,93.1768,111.116,84.0358,123.1405,50.2919,0,0,0,0,0,0,0,0,0
1640,96.8213,19.6903,64.6214,134.7703,92.3659,110.0212,82.7546,122.8016,48.7428,0,0,0,0,0,0,0,0,0
1641,97.8135,19.0279,65.7528,133.2987,92.387,109.4607,83.9072,123.5021,49.7078,0,0,0,0,0,0,0,0,0
1642,99.0448,20.6169,65.2513,134.5877,93.4771,109.7866,83.8176,124.2529,51.5151,0,0,0,0,0,0,0,0,0
1643,100.694,21.8467,66.1033,133.7646,94.6428,108.7081,85.4295,123.6116,50.0814,0,0,0,0,0,0,0,0,0
1644,101.6374,20.1472,66.3836,134.1793,93.2497,109.0201,87.3854,122.0732,48.2749,0,0,0,0,0,0,0,0,0
1645,99.7031,19.3898,66.8083,135.9936,92.2137,109.3156,87.3581,122.0257,46.9004,0,0,0,0,0,0,0,0,0
1646,98.523,19.2688,66.4228,135.7093,93.245,108.9636,87.6991,123.1214,46.2554,0,0,0,0,0,0,0,0,0
1647,98.5518,21.0009,64.7921,135.8803,94.7206,109.1268,87.6619,124.8842,47.0756,0,0,0,0,0,0,0,0,0
1648,97.4689,19.2622,65.2759,134.8269,94.6488,107.3025,89.1632,125.8287,48.4906,0,0,0,0,0,0,0,0,0
1649,95.5026,20.1555,66.1473,136.5833,94.1793,107.7374,91.082,125.4623,50.3361,0,0,0,0,0,0,0,0,0
1650,94.625,18.8673,64.8304,135.6973,92.5858,106.6886,89.2244,127.1202,51.4691,0,0,0,0,0,0,0,0,0
1651,94.7021,20.6496,63.0636,136.7379,91.4741,105.4383,89.8308,128.6692,52.4626,0,0,0,0,0,0,0,0,0
1652,96.3569,18.8103,63.7625,138.4696,93.2378,103.9037,88.1718,126.9312,51.8808,0,0,0,0,0,0,0,0,0
1653,94.7748,17.8259,65.398,137.0309,94.5076,104.4782,87.3995,128.4177,51.0528,0,0,0,0,0,0,0,0,0
1654,93.7948,18.2245,65.8862,138.2731,92.8141,102.8886,89.1429,128.9881,51.1245,0,0,0,0,0,0,0,0,0
1655,94.7311,19.2727,65.8479,136.3269,94.0768,104.7499,87.932,129.6753,49.9064,0,0,0,0,0,0,0,0,0
1656,96.4428,20.9468,65.0358,136.3926,92.6033,103.1757,88.1993,130.2061,48.5302,0,0,0,0,0,0,0,0,0
1657,94.617,22.5593,63.9678,136.2711,92.3936,105.1306,87.1146,128.7578,47.9292,0,0,0,0,0,0,0,0,0
1658,94.8232,24.0871,62.4778,135.6744,91.0704,107.0482,88.8627,128.0019,46.0387,0,0,0,0,0,0,0,0,0
1659,95.8737,22.3031,63.741,134.4128,90.5839,106.8446,88.9751,128.9543,45.9689,0,0,0,0,0,0,0,0,0
1660,94.2713,21.3801,65.1915,134.3899,91.7367,105.9873,90.6694,130.0087,46.0917,0,0,0,0,0,0,0,0,0
1661,94.998,19.9245,66.5817,133.8073,92.697,104.9156,89.2712,128.2564,47.0615,0,0,0,0,0,0,0,0,0
1662,96.7428,19.5748,68.4872,133.16,92.1397,103.1691,90.7609,128.6682,47.3334,0,0,0,0,0,0,0,0,0
1663,95.8443,20.6269,68.9185,133.2398,90.5152,102.2534,89.0757,126.8066,46.2225,0,0,0,0,0,0,0,0,0
1664,97.7028,19.797,68.7692,133.9619,89.3116,102.5386,87.2957,127.4352,44.4295,0,0,0,0,0,0,0,0,0
1665,99.3783,18.559,69.9324,133.0672,90.7955,101.0438,86.4529,128.2873,45.4775,0,0,0,0,0,0,0,0,0
1666,100.2134,19.3339,71.5314,133.8938,91.9344,100.3724,85.215,128.1868,46.6943,0,0,0,0,0,0,0,0,0
1667,99.4674,18.6177,70.1158,134.5542,92.4626,99.8141,84.8679,127.6041,45.0951,0,0,0,0,0,0,0,0,0
1668,98.7049,16.9333,68.2296,133.5586,91.8941,101.3654,85.5243,128.388,44.4747,0,0,0,0,0,0,0,0,0
1669,99.7734,15.699,66.5558,131.7355,89.9579,99.4184,85.0154,129.4877,43.8304,0,0,0,0,0,0,0,0,0
1670,100.6652,14.701,66.8832,133.4425,90.1555,100.798,86.5745,131.0797,43.9693,0,0,0,0,0,0,0,0,0
1671,101.9227,16.1297,66.9564,134.2245,89.9324,102.5997,85.9755,133.0121,44.2512,0,0,0,0,0,0,0,0,0
1672,101.359,15.2347,66.2173,135.8429,91.2234,103.9739,85.7035,132.0741,45.3357,0,0,0,0,0,0,0,0,0
1673,101.8733,14.0766,66.0624,136.8268,92.2505,104.1926,87.0161,130.8376,45.2159,0,0,0,0,0,0,0,0,0
1674,103.769,14.1796,65.3872,135.8534,94.1099,105.0016,87.6512,130.5416,46.7367,0,0,0,0,0,0,0,0,0
1675,104.2724,14.3242,66.2675,137.1523,93.1487,103.7134,88.9161,132.1087,45.3448,0,0,0,0,0,0,0,0,0
1676,105.7624,13.4158,66.7173,137.1951,93.4828,105.2032,88.6951,131.5263,44.4452,0,0,0,0,0,0,0,0,0
1677,104.5095,15.0152,67.3516,136.9404,91.6504,103.8693,89.1886,132.3951,42.4975,0,0,0,0,0,0,0,0,0
1678,105.2872,16.6061,68.2053,136.3538,90.3137,105.3496,87.8042,133.6683,43.0925,0,0,0,0,0,0,0,0,0
1679,105.9029,15.9791,66.9272,135.8816,92.2652,105.1396,88.6866,134.8044,41.8404,0,0,0,0,0,0,0,0,0
1680,105.4949,14.1452,66.9468,136.8454,92.3522,105.9559,89.6052,136.6721,42.8713,0,0,0,0,0,0,0,0,0
1681,105.7269,14.7313,66.1902,136.6648,91.1884,104.9514,91.4506,138.3372,41.2017,0,0,0,0,0,0,0,0,0
1682,104.0737,15.2969,67.4177,138.2617,90.9354,106.0306,91.6446,139.2235,40.6638,0,0,0,0,0,0,0,0,0
1683,105.9404,15.2339,66.0402,137.2017,89.8632,106.8959,92.3548,137.712,39.9563,0,0,0,0,0,0,0,0,0
1684,105.8188,14.0312,66.9178,135.2868,88.8152,105.1053,93.0188,138.5414,38.2578,0,0,0,0,0,0,0,0,0
1685,104.143,13.2534,68.2879,135.4946,89.1073,104.5408,93.409,139.1854,36.5882,0,0,0,0,0,0,0,0,0
1686,105.302,11.9262,68.3134,135.4231,90.7042,105.3536,91.8836,138.4207,37.3297,0,0,0,0,0,0,0,0,0
1687,105.2942,12.5516,69.9453,134.4292,91.1752,104.5037,90.8108,137.724,37.4657,0,0,0,0,0,0,0,0,0
1688,106.0468,12.0749,70.957,136.2506,92.5255,105.7549,92.3051,138.4052,35.8314,0,0,0,0,0,0,0,0,0
1689,104.1608,13.2799,70.9273,138.101,91.8659,107.3497,90.4351,139.0906,35.6604,0,0,0,0,0,0,0,0,0
1690,104.6108,13.8621,71.5536,136.5422,93.6286,109.3354,91.0298,138.82,33.7894,0,0,0,0,0,0,0,0,0
1691,106.5944,12.5887,70.3373,138.4369,94.1157,107.7794,91.1833,138.3953,34.6198,0,0,0,0,0,0,0,0,0
1692,105.9224,11.176,71.745,138.7937,95.3474,107.264,91.7625,138.3923,36.5877,0,0,0,0,0,0,0,0,0
1693,106.7947,11.7635,73.0687,138.3004,93.5529,105.3481,92.4579,137.6662,37.3948,0,0,0,0,0,0,0,0,0
1694,104.8064,13.5915,71.3423,139.1745,93.3665,104.2787,90.9491,137.0581,38.1751,0,0,0,0,0,0,0,0,0
1695,103.3807,14.7523,72.3668,139.1968,94.9937,103.6532,92.0045,137.5155,38.8833,0,0,0,0,0,0,0,0,0
1696,103.6208,13.7814,74.2048,141.0099,93.9177,103.6996,91.9812,137.6148,40.3174,0,0,0,0,0,0,0,0,0
1697,104.3554,13.4782,73.9059,142.6932,92.1158,105.1832,91.2862,136.0291,41.3638,0,0,0,0,0,0,0,0,0
1698,103.1907,14.487,72.3043,140.9704,91.9796,106.8377,91.3168,137.8649,40.6994,0,0,0,0,0,0,0,0,0
1699,102.9294,13.4879,74.2235,141.2514,93.8589,106.511,90.0536,136.9302,42.4918,0,0,0,0,0,0,0,0,0
1700,101.198,15.4131,76.0686,139.3063,95.6655,106.6429,91.2141,138.729,41.2772,0,0,0,0,0,0,0,0,0
1701,100.7131,16.8028,76.5877,138.603,96.5441,105.2509,92.8088,140.0709,41.4066,0,0,0,0,0,0,0,0,0
1702,99.8382,16.8485,77.2261,137.6399,96.8539,104.5567,92.3533,140.0781,39.4577,0,0,0,0,0,0,0,0,0
1703,99.604,14.9123,75.6351,138.0869,95.5677,105.412,94.1259,140.9567,38.3357,0,0,0,0,0,0,0,0,0
1704,98.0686,14.0088,75.7063,139.872,94.232,107.307,92.9808,141.3797,36.9241,0,0,0,0,0,0,0,0,0
1705,99.4573,13.3011,76.0925,139.575,94.0462,108.8597,91.0319,141.097,38.6479,0,0,0,0,0,0,0,0,0
1706,99.0213,14.1214,75.5099,141.5219,92.5129,108.1099,92.1175,142.7474,36.6647,0,0,0,0,0,0,0,0,0
1707,98.9004,15.3261,76.416,142.5554,92.0929,109.2921,91.7768,141.2242,37.3098,0,0,0,0,0,0,0,0,0
1708,99.1495,15.0444,76.2805,144.0181,93.9148,107.6296,91.8934,139.5234,38.5702,0,0,0,0,0,0,0,0,0
1709,97.1945,14.1219,77.1302,145.5626,94.8881,107.6091,90.6745,138.7793,37.9052,0,0,0,0,0,0,0,0,0
1710,95.8994,16.0944,77.6758,146.3441,93.3186,107.7528,91.2542,137.8152,39.1888,0,0,0,0,0,0,0,0,0
1711,95.9748,14.1645,76.3891,145.712,91.804,108.3956,90.2854,137.739,41.1155,0,0,0,0,0,0,0,0,0
1712,97.3728,14.6496,75.7373,145.5534,91.1084,107.4934,90.2626,136.8344,42.5262,0,0,0,0,0,0,0,0,0
1713,96.5171,13.4558,75.9059,144.3715,89.1531,107.0032,91.6238,137.6091,40.5382,0,0,0,0,0,0,0,0,0
1714,95.6071,12.9022,75.6009,145.2098,88.6747,108.5949,92.1543,139.3621,41.1712,0,0,0,0,0,0,0,0,0
1715,95.6498,14.5528,74.9409,145.5298,88.091,109.4247,93.0329,140.357,41.5892,0,0,0,0,0,0,0,0,0
1716,94.237,13.948,73.0394,144.8252,88.2348,107.6559,92.8236,138.9659,42.4636,0,0,0,0,0,0,0,0,0
1717,95.0502,14.5373,71.1857,146.3085,88.065,108.7799,93.8992,139.2489,42.7114,0,0,0,0,0,0,0,0,0
1718,93.0838,16.5012,70.5925,147.362,86.9771,108.4663,94.0075,138.1203,42.1229,0,0,0,0,0,0,0,0,0
1719,93.2948,17.0554,70.3508,146.1205,86.4844,108.0749,93.0718,139.0519,41.3573,0,0,0,0,0,0,0,0,0
1720,93.2151,15.48,69.0519,146.8844,84.5858,106.3763,93.3961,138.6365,40.9924,0,0,0,0,0,0,0,0,0
1721,94.0653,13.615,67.7632,148.5138,84.9445,106.1074,91.8666,139.4879,41.248,0,0,0,0,0,0,0,0,0
1722,92.1347,14.4579,69.0418,148.0961,84.0576,105.4191,92.9661,137.6003,42.5394,0,0,0,0,0,0,0,0,0
1723,92.232,15.8924,69.8326,147.6554,82.3096,106.3879,94.6059,139.3946,41.0926,0,0,0,0,0,0,0,0,0
1724,93.9578,13.9896,67.9033,147.1794,83.1493,107.0214,94.8193,140.459,39.8778,0,0,0,0,0,0,0,0,0
1725,93.8843,12.6435,69.5209,146.2862,81.4043,107.4816,94.287,141.8372,40.9397,0,0,0,0,0,0,0,0,0
1726,95.3669,12.9748,69.2107,144.7753,79.9048,109.12,92.7249,140.6236,40.9109,0,0,0,0,0,0,0,0,0
1727,97.2871,12.076,70.2689,144.4438,80.7797,110.4995,94.1519,139.7413,40.5724,0,0,0,0,0,0,0,0,0
1728,97.5336,12.9339,69.3452,142.9191,82.5087,110.686,94.646,137.9046,41.6013,0,0,0,0,0,0,0,0,0
1729,97.5743,13.2402,70.4156,144.6831,81.759,110.9853,93.0823,139.2634,39.8391,0,0,0,0,0,0,0,0,0
1730,95.9661,14.1947,70.064,146.2339,80.2982,110.1877,94.5667,139.8342,40.9596,0,0,0,0,0,0,0,0,0
1731,96.166,13.6206,70.0745,146.0085,80.4129,110.7895,96.2793,137.8429,40.6179,0,0,0,0,0,0,0,0,0
1732,97.1552,14.8516,69.7659,146.998,80.9858,112.504,97.6055,137.9862,39.5412,0,0,0,0,0,0,0,0,0
1733,96.1862,12.9822,71.0048,147.7218,80.1514,112.5172,99,137.9122,38.9828,0,0,0,0,0,0,0,0,0
1734,96.3486,12.6145,69.3008,148.6024,79.7207,113.0186,98.9417,137.3126,38.9906,0,0,0,0,0,0,0,0,0
1735,95.8523,13.0426,67.8665,149.0018,80.8642,113.9432,98.3899,138.8525,39.5441,0,0,0,0,0,0,0,0,0
1736,95.6034,11.9305,69.1924,150.0501,78.8741,115.7046,96.9734,140.2829,41.107,0,0,0,0,0,0,0,0,0
1737,97.2556,13.5452,68.147,151.7927,80.6674,117.6135,98.9233,141.5655,40.0533,0,0,0,0,0,0,0,0,0
1738,96.751,15.1862,66.2771,150.6248,79.9118,118.7783,98.2374,142.3292,39.8866,0,0,0,0,0,0,0,0,0
1739,98.5549,16.3633,65.1608,152.0146,81.3134,120.1118,98.5644,142.4514,38.1667,0,0,0,0,0,0,0,0,0
1740,99.9803,18.2897,63.4219,150.6988,82.1809,120.3623,99.4971,140.6127,39.8092,0,0,0,0,0,0,0,0,0
1741,99.8426,16.6631,65.3501,150.9197,82.1397,118.9167,99.4151,142.1629,40.7949,0,0,0,0,0,0,0,0,0
1742,100.9918,18.3354,64.2488,151.2817,83.735,118.1275,98.9178,142.5126,42.5502,0,0,0,0,0,0,0,0,0
1743,99.0001,19.8599,65.1439,149.9178,85.4624,118.2065,98.141,144.0679,43.6536,0,0,0,0,0,0,0,0,0
1744,99.4459,20.9254,64.7327,150.588,84.5068,118.5987,97.7208,145.0104,43.0222,0,0,0,0,0,0,0,0,0
1745,98.2498,20.6362,63.9032,150.3632,83.8533,118.707,99.6259,143.3887,41.2509,0,0,0,0,0,0,0,0,0
1746,97.5899,19.9737,63.882,150.1199,85.3751,118.0631,98.7763,144.5602,42.5585,0,0,0,0,0,0,0,0,0
1747,96.2266,18.0337,63.705,151.6808,84.6055,120.0297,97.3863,143.3801,44.2828,0,0,0,0,0,0,0,0,0
1748,96.2949,16.5262,63.171,150.7608,85.8514,120.3165,97.0727,144.5013,45.4827,0,0,0,0,0,0,0,0,0
1749,97.2309,15.7973,62.7546,150.253,85.5113,118.4041,98.0128,144.8047,47.0363,0,0,0,0,0,0,0,0,0
1750,96.5395,16.335,62.9195,151.2299,84.5014,119.8083,97.9619,146.6632,46.6091,0,0,0,0,0,0,0,0,0
1751,95.4284,16.9181,62.7199,149.9538,83.1344,120.2863,97.6966,147.2146,46.9351,0,0,0,0,0,0,0,0,0
